WORD;UNIT;CAT;DIF;TRANS1;TRANS2;TRANS3
kelly;9;n;3;graniatka;;
petrol;9;n;1;benzyna;;
power plant;9;n;2;jednostka napêdowa;zespó³ silnikowy;
rotary derrick;9;n;3;obrotowa wie¿a wiertnicza;;
roughneck;9;n;3;doœwiadczony pracownik fizyczny;;
roustabout;9;n;3;niewykwalifikowany pracownik fizyczny;;
semi-submersible ;9;adj;3;pó³zanurzalny;;
shallow;9;adj;2;p³ytki (przym.);;
sheltered waters;9;n;3;bezpieczne, os³oniête wody;;
slot;9;n;2;szczelina;otwór;
spar platform;9;n;2;platforma typu SPAR;;
square;9;adj;1;kwadratowy;;
stability;9;n;1;stabilnoœæ;równowaga;
steel;9;adj;1;stalowy;;
swivel;9;n;3;g³owica p³uczkowa;;
tension leg platform;9;n;3;platforma pionowo kotwiczona;;
to alter;9;v;2;zmieniæ;przerobiæ;
to condense;9;v;2;skraplaæ (siê);;
to consist of;9;v;2;sk³adaæ siê z;;
to deal with;9;v;1;zajmowaæ siê czymœ;;
to justify;9;v;2;uzasadniæ;;
to lower;9;v;1;opuœciæ, obni¿yæ;;
to lubricate;9;v;2;smarowaæ;;
to moor;9;v;3;cumowaæ;;
to raise;9;v;2;podnieœæ;;
to remove;9;v;2;usun¹æ;;
to store;9;v;2;gromadziæ;przechowywaæ;
to vaporize;9;v;2;parowaæ;;
towing;9;n;2;holowanie;;
travelling block;9;n;3;wielokr¹¿ek ruchomy;;
turntable;9;n;2;stó³ obrotowy;;
useful life;9;n;3;okres u¿ytkowania;czas eksploatacji;
vapour;9;n;2;para, opary;;
well;9;n;2;odwiert;szyb wiertniczy;
aerator;10;n;2;urz¹dzenie napowietrzaj¹ce;;
alluvial;10;adj;3;naniesiony;;
aluminium;10;n;1;aluminium;;
assessment;10;n;2;ocena, oszacowanie;;
biodiesel;10;n;1;biopaliwo;;
bird reserve;10;n;1;rezerwat ptaków;;
chlorine;10;n;3;chlor;;
coagulant;10;n;2;czynnik koaguluj¹cy, koagulant;;
crack;10;n;2;pêkniêcie;;
cycle route;10;n;2;œcie¿ka rowerowa;;
disbelief;10;n;2;niedowierzanie;;
drain;10;n;3;odp³yw, drena¿;;
efficiency;10;n;2;wydajnoœæ;;
excess;10;n;3;nadmiar;;
fertile;10;adj;2;¿yzny, urodzajny;;
filtration;10;n;1;filtracja;;
flue gas treatment;10;n;3;oczyszczanie gazów spalinowych;;
fluoride;10;n;3;fluorek;;
footpath;10;n;2;œcie¿ka, dró¿ka;;
foreman;10;n;2;brygadzista;;
fresh water;10;n;2;woda s³odka;;
grit;10;n;3;¿wir, piasek gruboziarnisty;;
habitat;10;n;3;siedlisko, naturalne œrodowisko;;
impurities;10;n;2;nieczystoœci;;
innovative;10;adj;2;innowacyjny, nowatorski;;
landfill;10;n;2;sk³adowisko odpadów;wysypisko œmieci;
locally;10;adv;1;lokalnie;;
microstrainer;10;n;3;mikrosito;;
odour-free;10;adj;3;bezwonny;;
on-going;10;adj;2;trwaj¹cy, ci¹g³y;;
particle;10;n;2;cz¹steczka;;
pathogen;10;n;2;patogen;;
postgraduate;10;adj;3;podyplomowy;;
proposal;10;n;2;propozycja;;
purification;10;n;2;oczyszczanie;;
remediation;10;n;3;rekultywacja;;
reservoir;10;n;2;zbiornik, rezerwuar;;
scale;10;n;1;skala;;
sedimentation tank;10;n;3;zbiornik osadowy;;
settling basin;10;n;3;osadnik;;
sewage treatment;10;n;3;oczyszczanie œcieków;;
significant;10;adj;2;znaczny, istotny;;
sludge;10;n;3;osad;szlam;
solid waste management;10;n;3;utylizacja odpadów sta³ych;;
sulphate;10;n;3;siarczan;;
sustainable;10;adj;3;zrównowa¿ony, stabilny;obojêtny dla œrodowiska;
taste-free;10;adj;3;bezsmakowy;;
to angle;10;v;2;ustawiæ pod k¹tem;;
to apologise;10;v;2;przeprosiæ;;
to apply;10;v;2;zastosowaæ;;
to commute;10;v;2;doje¿d¿aæ codziennie;;
to confirm;10;v;2;potwierdziæ;;
to disinfect;10;v;1;dezynfekowaæ;;
to harm;10;v;2;szkodziæ, krzywdziæ;;
to overflow;10;v;2;przepe³niæ (siê), przelaæ (siê);;
to purify;10;v;2;oczyszczaæ;;
to reduce;10;v;1;zredukowaæ;;
to review;10;v;2;dokonaæ przegl¹du, inspekcji;;
to safeguard;10;v;3;zabezpieczyæ, chroniæ;;
to screen;10;v;3;przesiewaæ;;
to settle;10;v;2;osiadaæ, wytr¹caæ siê;;
to share;10;v;2;dzieliæ siê czymœ;;
to spray;10;v;2;opryskaæ;;
tooth decay;10;n;3;próchnica zêbów;;
tram;10;n;1;tramwaj;;
twig;10;n;3;ga³¹zka;;
ventilation;10;n;1;wentylacja;;
water curtain;10;n;1;kurtyna wodna;;
wetland;10;n;2;obszar podmok³y;mokrad³o;
arm;11;n;1;ramiê;;
balance;11;n;1;balans;;
brain;11;n;1;mózg;;
bumper;11;n;2;zderzak;;
caterpillar tracks;11;n;3;g¹sienice pojazdu;;
contamination;11;n;3;ska¿enie;zanieczyszczenie;
dirt;11;n;1;brud;;
drop;11;n;2;spadek;kropla;
electronic tracks;11;n;3;prowadnice elektroniczne;;
entire;11;adj;2;ca³kowity, ca³y;;
experimental;11;adj;1;eksperymentalny;;
extreme;11;adj;2;krañcowy, skrajny;;
fuel;11;n;2;paliwo;;
gently;11;adv;2;delikatnie;;
heat sensor;11;n;2;czujnik ciep³a;;
incision;11;n;3;naciêcie;;
incredibly;11;adv;2;niesamowicie, niewiarygodnie;;
industrial;11;adj;2;przemys³owy;;
infrared;11;n;3;podczerwieñ;;
mechanization;11;n;1;mechanizacja;;
movable;11;adj;2;ruchomy;;
obstacle;11;n;2;przeszkoda;;
pacemaker;11;n;3;rozrusznik serca;;
pincers;11;n;3;szczypce;;
power pack;11;n;2;zasilacz;;
robotics;11;n;1;robotyka;;
sensory system;11;n;2;system czujników;;
suction;11;n;2;ssanie;;
sudden;11;adj;2;nag³y;;
surgery;11;n;2;operacja chirurgiczna;;
to blink;11;v;3;mrugaæ;;
to detect;11;v;2;wykryæ;;
to exert;11;v;3;wywieraæ;;
to feed;11;v;3;dostarczaæ, wprowadzaæ dane;karmiæ;
to fidget;11;v;3;wierciæ siê;;
to navigate;11;v;1;nawigowaæ;;
to probe;11;v;3;sondowaæ;przeszukiwaæ, badaæ;
to resemble;11;v;2;przypominaæ coœ wygl¹dem;;
to reverse;11;v;3;cofaæ pojazd;;
touch;11;n;1;dotyk;;
treatment;11;n;2;leczenie;traktowanie;
vacuum cleaner;11;n;2;odkurzacz;;
vibration;11;n;1;wibracja;;
alloy;12;n;3;stop metali;;
antenna;12;n;1;antena;;
boiling point;12;n;2;punkt wrzenia;;
carcass;12;n;3;szkielet konstrukcji;;
central panel;12;n;3;p³ycina drzwi;;
chamber;12;n;2;komora;;
chipboard;12;n;3;p³yta wiórowa;;
clip;12;n;3;zacisk, klamerka, klips;;
compact fluorescent bulb;12;n;3;œwietlówka;;
compatible with;12;adj;1;zgodny, kompatybilny z;;
computer numeric control;12;n;2;sterowanie numeryczne;;
digital photo frame;12;n;2;fotograficzna ramka cyfrowa;;
edgebanding;12;n;3;okleinowanie obrze¿y;wykañczanie krawêdzi;
electric kettle;12;n;1;czajnik elektryczny;;
electrode;12;n;1;elektroda;;
evaporation;12;n;2;parowanie (zmiana stanu skupienia);;
expansion valve;12;n;3;zawór rozprê¿ny;;
fitting;12;n;3;okucie;;
flowchart;12;n;3;schemat blokowy;;
format;12;n;1;format;;
frost-free;12;adj;3;bezszronowy;;
granite;12;n;1;granit;;
heat exchange coil;12;n;3;wê¿ownica wymiennika ciep³a;;
hinge;12;n;3;zawias;;
household;12;n;3;gospodarstwo domowe;;
image;12;n;2;wizerunek, obraz;;
impact;12;n;2;wp³yw;;
incandescent light bulb;12;n;3;lampa ¿arowa;¿arówka tradycyjna;
knob;12;n;2;pokrêt³o, ga³ka;;
manual;12;n;2;podrêcznik;;
marble;12;n;2;marmur;;
material;12;n;1;materia³;;
medium density fibreboard;12;n;3;p³yta pilœniowa œredniej gêstoœci;;
melamine-coated;12;adj;3;pokryty melamin¹;;
mercury;12;n;2;rtêæ;;
moulded door;12;n;2;drzwi profilowane, frezowane;;
normally;12;adv;1;normalnie;;
product;12;n;1;produkt;;
rail;12;n;3;ramiak poziomy;szyna;
refrigerant;12;n;3;substancja ch³odz¹ca;;
roughness;12;n;3;chropowatoœæ;;
slab door;12;n;2;drzwi p³ytowe;;
slate;12;n;3;³upek (ska³a);;
solid wood;12;n;2;lite drewno;;
stile;12;n;3;pod³u¿nica, ramiak pionowy;;
strip;12;n;2;pasek;;
tap;12;n;2;kran;;
thermostat;12;n;1;termostat;;
timer;12;n;2;wy³¹cznik czasowy;;
to absorb;12;v;2;poch³aniaæ;;
to carve;12;v;2;rzeŸbiæ, wycinaæ;;
to cool;12;v;1;oziêbiaæ;;
to denib;12;v;3;szlifowaæ, polerowaæ;;
to glow;12;v;2;jarzyæ siê;;
to immerse;12;v;2;zanurzyæ;;
to melt;12;v;2;topiæ siê (zmiana stanu skupienia);;
to squeeze;12;v;2;œciskaæ;;
to weigh;12;v;2;wa¿yæ;;
trade fair;12;n;2;targi handlowe;;
vinyl-wrapped;12;adj;3;pokryty foli¹ winylow¹;;
wattage;12;n;3;moc w watach;;
worktop;12;n;3;blat kuchenny;powierzchnia robocza;
acoustic;13;adj;1;akustyczny;;
ally;13;n;2;sojusznik;;
analyst;13;n;2;analityk;;
armoured vehicle;13;n;2;pojazd opancerzony;;
ballistic cover;13;n;2;os³ona balistyczna;;
battlefield extraction;13;n;3;ewakuacja z pola walki;;
bow;13;n;2;dziób statku;;
carbon fibre;13;n;3;w³ókno wêglowe;;
conflict;13;n;1;konflikt;;
countermeasure;13;n;2;przeciwdzia³anie;œrodek zaradczy;
cupola;13;n;3;kopu³a;;
detection;13;n;1;wykrycie;;
exhaust outlet;13;n;3;otwór wylotowy spalin;;
ferrous;13;adj;2;¿elazny;;
fibre optic cable;13;n;3;œwiat³owód;;
foam;13;n;3;pianka;;
folding boom;13;n;3;sk³adany wysiêgnik;;
footbridge;13;n;2;k³adka;;
glare;13;n;2;oœlepiaj¹ce œwiat³o, b³ysk;;
gripper;13;n;3;chwytak;;
guided missile;13;n;2;pocisk kierowany;;
harbour;13;n;3;przystañ;;
hostile;13;adj;2;wrogi;;
hull;13;n;3;kad³ub;;
ineffective;13;adj;2;nieskuteczny;;
integrated circuit;13;n;2;uk³ad scalony;;
low magnetic signature;13;n;3;niska wykrywalnoœæ magnetyczna;;
low radar signature;13;n;3;niska wykrywalnoœæ radarowa;;
mast;13;n;1;maszt;;
mine;13;n;1;mina (³adunek wybuchowy);;
missile;13;n;2;pocisk rakietowy;;
multi-purpose gun;13;n;2;dzia³ko wielozadaniowe;;
non-lethal weapon;13;n;3;broñ obezw³adniaj¹ca;;
opponent;13;n;2;przeciwnik;;
policing;13;n;2;patrolowanie, nadzorowanie;;
prone position;13;n;3;pozycja le¿¹ca;;
radar;13;n;1;radar;;
rifle;13;n;2;karabin;;
rigid;13;adj;3;sztywny;;
riot;13;n;3;zamieszki uliczne;;
round;13;n;2;nabój;;
sceptical;13;adj;1;sceptyczny;;
scout;13;n;2;zwiadowca;;
shield;13;n;2;tarcza;;
sonar;13;n;1;sonar;;
soundproof;13;adj;3;dŸwiêkoszczelny;;
spool;13;n;2;szpula;;
stealth aircraft;13;n;3;niewykrywalny samolot;;
superiority;13;n;2;wy¿szoœæ, przewaga;;
surveillance;13;n;2;obserwacja;;
thruster;13;n;3;ster strumieniowy;;
to avoid;13;v;2;unikaæ;;
to classify;13;v;1;klasyfikowaæ;;
to conceal;13;v;2;ukryæ;;
to cripple;13;v;2;unieruchomiæ, uszkodziæ;;
to electroplate;13;n;3;galwanizowaæ;powlekaæ elektrolitycznie;
to incapacitate;13;v;3;obezw³adniæ;;
to minimize;13;v;1;minimalizowaæ;;
to rescue;13;v;2;ratowaæ;;
to trigger;13;v;3;wyzwoliæ, uruchomiæ;;
vulnerable;13;adj;2;nara¿ony;;
warship;13;n;1;okrêt wojenny;;
water jet;13;n;3;urz¹dzenie do ciêcia wod¹;;
waterjet propulsor;13;n;3;pêdnik wodnoodrzutowy;;
watermill;13;n;2;m³yn wodny;;
wounded;13;adj;2;ranny;;
zoom lens;13;n;2;obiektyw zmienno-ogniskowy;;
amplifier;14;n;3;wzmacniacz;;
variable capacitor;14;n;3;kondensator zmienny;;
diode;14;n;1;dioda;;
resistor;14;n;3;opornik;rezystor;
logic gate;14;n;2;bramka logiczna;;
relay;14;n;3;przekaŸnik;;
transistor;14;n;1;tranzystor;;
switch;14;n;2;³¹cznik elektryczny;;
single-pole;14;adj;3;jednopobiegunowy;;
single-throw;14;adj;3;jednopozycyjny;;
single-pole single-throw switch;14;n;3;wy³¹cznik elektryczny;;
potentiometer;14;n;1;potencjometr;;
circuit;14;n;2;obwód;;
collector;14;n;2;kolektor tranzystora;;
emitter;14;n;2;emiter tranzystora;;
base;14;n;2;baza tranzystora;;
resistance;14;n;2;opornoœæ;;
frost;14;n;2;mróz;;
thermistor;14;n;1;termistor;;
sensitive;14;adj;2;czu³y;;
sparking;14;n;2;iskrzenie;;
buzzer;14;n;2;brzêczyk;;
silicon;14;n;2;krzem;;
germanium;14;n;3;german;;
binary;14;adj;1;binarny;;
digit;14;n;2;cyfra;;
lithium;14;n;2;lit;;
semiconductor;14;n;3;pó³przewodnik;;
residual current device;14;n;3;wy³¹cznik ró¿nicowo-pr¹dowy;;
to trip;14;v;3;uruchomiæ, aktywowaæ;;
electromagnet;14;n;1;elektromagnes;;
logic probe;14;n;2;próbnik;;
lighthouse;14;n;2;latarnia morska;;
direct current;14;n;3;pr¹d sta³y;;
alternate current;14;n;3;pr¹d zmienny;;
solid state device;14;n;2;urz¹dzenie pó³przewodnikowe;;
to give up;14;v;2;zaprzestaæ, porzuciæ;;
radio beacon;14;n;3;radioalatarnia;;
buoy;14;n;2;boja;;
reflector;14;n;1;reflektor;;
accurate;14;adj;2;dok³adny;;
remote;14;adj;2;odleg³y;;
inductor;14;n;3;cewka;;
thin;14;adj;1;cienki;;
thickness;14;n;2;gruboœæ;;
value;14;n;2;wartoœæ;;
pre-set;14;adj;2;uprzednio nastawiony, domyœlny;;
damp;14;adj;3;wilgotny;;
npn junction;14;n;3;z³¹cze pó³przewodnikowe npn;;
to actuate;14;v;3;wzbudziæ, uruchomiæ;;
to adjust;14;v;2;dostosowaæ, wyregulowaæ;;
to discharge;14;v;2;roz³adowaæ, wy³adowaæ (elektrycznie);;
to induce;14;v;2;indukowaæ;;
to modulate;14;v;1;modulowaæ;;
to step down/up;14;v;2;zmniejszyæ/zwiêkszyæ;;
frequency;14;n;2;czêstotliwoœæ;;
transformer;14;n;1;transformator;;
magnetic flux;14;n;3;strumieñ indukcji magnetycznej;;
secondary coil;14;n;3;uzwojenie wtórne;;
oscillator;14;n;1;oscylator;;
knowledgeable;14;adj;2;znaj¹cy siê na rzeczy;;
convincing;14;adj;2;przekonuj¹cy;;
eye contact;14;n;1;kontakt wzrokowy;;
contact;14;n;2;styk;;
voltage;14;n;2;napiêcie elektryczne;;
to install;15;v;1;zainstalowaæ;;
satisfaction;15;n;1;satysfakcja;;
point;15;n;1;punkt, kropka;;
ironing board;15;n;1;deska do prasowania;;
constructive;15;adj;1;konstruktywny;;
sector;15;n;1;sektor;;
stage;15;n;2;etap;;
network designer;15;n;2;projektant sieci;;
to sit exams;15;v;2;przyst¹piæ do egzaminów;;
path;15;n;2;œcie¿ka;;
to climb;15;v;2;wspinaæ siê;;
constantly;15;adv;2;ci¹gle, stale;;
to introduce;15;v;2;wprowadziæ coœ ;przedstawiæ kogoœ;
supplier;15;n;2;dostawca;;
covering letter;15;n;2;list motywacyjny;;
checklist;15;n;2;lista kontrolna;;
strength;15;n;2;si³a;;
weakness;15;n;2;s³aboœæ;;
applicant;15;n;2;osoba ubiegaj¹ca siê o coœ;;
to consider;15;v;2;rozwa¿yæ;;
fortunate;15;adj;2;szczêœliwy, pomyœlny;;
valuable;15;adj;2;wartoœciowy;;
deadline;15;n;2;termin koñcowy, ostateczny;;
attitude;15;n;2;podejœcie;;
to appreciate;15;v;2;doceniaæ;;
telephone exchange;15;n;3;centrala telefoniczna;;
pole;15;n;3;s³up;tyczka;
attendance;15;n;3;uczestnictwo;;
multitasking;15;n;3;wielozadaniowoœæ;;
milk round;15;n;3;firmowa wizyta rekrutacyjna na uczelni;;
hands-on;15;adj;3;praktyczny, bezpoœredni;;
to implement;15;v;3;wdro¿yæ;;
conscientious;15;adj;3;sumienny;;
to annotate;15;v;3;opatrzyæ notatkami, objaœnieniami;;
key point;15;n;1;punkt kluczowy;;
decision maker;15;n;3;decydent;;
to roll the dice;15;v;3;rzucaæ kostk¹ (do gry);;
energy;15;n;1;energia;;
instruction;15;n;1;instrukcja;;
candidate;15;n;1;kandydat;;
